,review_score,order_count,Total_Price
31629,5,1,22.36
31630,5,1,36.55
31631,5,6,24.36
31637,4,1,32.72
31638,4,1,32.72
31639,4,1,22.36
31640,5,1,27.28
31641,4,1,32.72
31642,1,2,34.72
31644,5,1,96.05
31645,5,1,92.25
31646,5,1,84.52
31647,5,2,99.99
31648,5,2,53.39
31649,5,2,99.25
31650,5,2,35.93
31651,2,1,363.64
31652,5,1,350.51
31653,4,1,48.0
31654,4,1,48.69
31655,4,1,49.37
31656,3,2,50.5
31658,5,1,48.0
31659,5,1,66.05
31660,5,1,51.0
31661,5,1,50.0
31662,5,1,44.75
31663,1,2,48.0
31665,4,1,49.489999999999995
31666,5,1,43.75
31667,5,2,52.36
31669,5,1,44.75
31670,5,1,52.69
31671,5,4,50.0
31675,5,1,44.75
31676,3,1,58.53
31677,5,1,83.23
31678,4,1,196.01
31679,5,1,189.56
31680,5,2,192.76
31682,4,1,189.56
31683,4,1,149.73
31684,5,1,155.73
31685,5,1,196.01
31686,3,1,215.06
31687,2,1,196.01
31688,4,1,193.7
31689,5,1,215.3
31690,1,1,189.56
31691,5,1,155.73
31692,4,1,190.01
31693,5,1,215.3
31694,5,1,152.48
31695,4,1,152.48
31696,5,1,155.73
31697,3,1,199.14
31698,4,1,192.76
31699,5,1,189.56
31700,1,2,189.03
31702,5,1,192.74
31703,5,1,199.14
31704,4,1,197.8
31705,5,1,189.56
31706,2,1,192.76
31707,5,1,155.73
31708,5,1,189.56
31709,4,1,190.01
31710,5,1,149.73
31711,4,1,196.01
31712,3,1,197.8
31713,5,1,197.7
31714,5,1,206.54
31715,2,1,189.56
31716,1,2,228.14
31718,4,1,189.56
31719,5,1,192.76
31720,4,1,152.48
31721,5,1,149.73
31722,5,1,149.73
31723,5,2,196.01
31725,5,1,155.73
31726,5,1,190.01
31727,5,1,189.56
31728,5,1,197.8
31729,1,1,196.01
31730,4,1,196.01
31731,5,1,155.73
31732,5,1,197.8
31733,3,1,196.01
31734,5,1,189.56
31735,5,1,190.01
31736,5,1,190.01
31737,5,1,197.8
31738,5,1,196.01
31739,5,1,189.56
31740,1,1,155.73
31741,5,1,155.73
31742,4,1,189.46
31743,1,2,188.5
31745,5,1,196.01
31746,5,1,190.01
31747,5,2,228.14
31749,5,1,149.73
31750,5,1,157.42000000000002
31751,5,1,152.48
31752,4,1,196.01
31753,4,1,199.14
31754,3,1,192.74
31755,1,2,87.66
31756,1,2,172.98000000000002
31757,5,1,66.74
31758,3,2,88.66
31759,3,2,74.07
31760,5,1,67.85
31761,5,1,66.74
31762,1,2,61.879999999999995
31763,1,2,353.53
31764,3,1,66.74
31765,1,1,233.62
31766,1,1,65.03
31767,1,2,53.38
31769,3,1,61.22
31770,1,2,53.38
31772,4,1,64.22
31773,1,1,53.38
31774,1,1,53.38
31775,1,3,53.38
31778,5,1,224.21
31779,5,1,222.68
31780,5,1,224.95
31781,4,1,224.95
31782,4,1,137.74
31783,5,1,130.56
31784,4,1,130.56
31785,5,1,130.56
31786,5,1,133.69
31787,5,1,130.56
31788,5,1,128.06
31789,4,1,128.06
31790,5,1,157.84
31791,1,1,130.56
31792,5,1,133.69
31793,5,1,136.26
31794,4,1,136.26
31795,5,1,130.56
31796,3,1,137.52
31797,5,1,130.56
31798,4,1,130.56
31799,5,1,131.51
31800,5,1,157.84
31801,5,1,130.56
31802,5,1,137.74
31803,2,1,133.91
31804,5,1,130.56
31805,4,1,131.51
31806,5,1,132.38
31807,5,1,169.48
31808,5,1,133.91
31809,1,1,137.52
31810,4,1,132.25
31811,1,2,133.69
31813,5,1,131.51
31814,4,1,132.25
31815,2,1,128.06
31816,5,1,130.56
31817,1,1,130.56
31818,5,1,130.56
31819,5,1,126.42
31820,4,1,130.56
31821,1,1,136.26
31822,5,2,133.69
31824,4,1,129.98
31825,1,1,126.42
31826,4,1,141.09
31827,5,1,141.09
31828,4,2,130.56
31829,3,2,95.56
31830,5,1,115.44
31831,5,1,131.51
31832,5,1,129.98
31833,5,1,130.56
31834,5,1,130.56
31835,5,1,152.72
31836,5,1,145.01
31837,1,1,129.98
31838,5,2,129.98
31840,5,1,36.449999999999996
31841,1,1,44.22
31842,4,1,36.769999999999996
31843,5,1,122.75999999999999
31844,5,1,70.27
31845,3,1,68.38
31846,3,1,186.95
31847,5,2,179.94
31849,4,3,192.54
31850,4,3,186.53
31851,4,3,252.54
31852,4,1,179.94
31853,1,1,2404.72
31854,1,2,2404.72
31856,1,1,2404.72
31857,5,1,26.37
31858,1,1,215.05
31859,5,1,221.09
31860,5,1,212.8
31861,4,1,208.55
31862,5,1,188.06
31863,4,1,215.04000000000002
31864,5,1,65.67
31865,5,1,191.89
31866,5,1,191.13
31867,5,2,143.1
31869,4,1,29.75
31870,4,1,25.0
31871,5,1,184.71
31872,4,1,20.06
31873,4,1,31.71
31874,5,1,28.08
31875,4,1,28.08
31876,5,1,28.08
31877,5,1,28.08
31878,5,1,27.08
31879,4,1,28.08
31880,5,1,27.08
31881,5,1,47.129999999999995
31882,5,1,20.76
31883,5,1,47.129999999999995
31884,4,1,28.08
31885,5,1,24.83
31886,3,1,29.689999999999998
31887,1,1,20.76
31888,5,2,40.089999999999996
31890,5,1,28.08
31891,5,1,27.0
31892,1,1,24.83
31893,5,1,39.089999999999996
31894,4,1,60.09
31895,5,1,71.37
31896,5,1,27.78
31897,5,1,22.38
31898,2,1,33.22
31899,5,1,22.38
31900,5,1,22.38
31901,5,3,16.62
31902,5,3,11.620000000000001
31903,5,3,18.62
31904,5,1,16.62
31905,5,1,97.78
31906,5,1,81.09
31907,4,1,89.78
31908,5,2,84.75
31909,3,2,221.79000000000002
31910,5,1,91.19
31911,4,1,106.3
31912,5,1,93.3
31913,5,1,84.75
31914,5,1,91.19
31915,5,1,93.3
31916,5,1,59.87
31917,4,1,57.43
31918,4,1,65.48
31919,4,1,54.78
31920,1,1,59.87
31921,5,1,60.6
31922,5,1,69.09
31923,5,1,55.02
31924,5,1,57.58
31925,1,1,65.92
31926,5,1,65.48
31927,5,1,65.48
31928,3,1,60.22
31929,5,2,59.87
31931,3,1,52.58
31932,5,1,55.6
31933,4,1,57.43
31934,4,1,59.87
31935,5,1,59.87
31936,1,1,65.48
31937,1,2,50.260000000000005
31939,5,1,66.07
31940,3,1,59.87
31941,4,1,66.07
31942,5,1,48.77
31943,1,1,66.07
31944,1,1,56.85
31945,5,1,66.07
31946,5,1,59.87
31947,4,1,59.87
31948,5,1,69.09
31949,5,1,65.48
31950,5,1,59.87
31951,1,1,57.43
31952,5,1,57.58
31953,4,1,53.230000000000004
31954,5,1,65.92
31955,5,1,66.07
31956,5,1,61.37
31957,5,1,65.92
31958,5,1,51.650000000000006
31959,5,2,107.57
31961,5,1,107.57
31962,5,1,107.96
31963,5,1,52.85
31964,4,1,52.85
31965,5,2,52.85
31967,5,2,51.79
31969,4,1,57.230000000000004
31970,5,1,52.85
31971,5,1,57.230000000000004
31972,3,1,58.32
31973,4,1,57.230000000000004
31974,5,2,65.81
31975,5,2,59.629999999999995
31976,2,1,148.15
31977,2,1,266.5
31978,1,1,46.03
31979,1,3,110.89999999999999
31982,5,1,123.05
31983,5,1,116.99
31984,5,1,115.05
31985,5,1,112.88999999999999
31986,2,1,119.19999999999999
31987,4,1,111.91
31988,5,1,115.05
31989,3,4,132.2
31993,5,1,46.76
31994,5,1,48.89
31995,5,1,49.339999999999996
31996,5,1,57.94
31997,1,1,46.87
31998,5,1,44.339999999999996
31999,5,1,97.8
32000,3,1,97.8
32001,1,3,97.8
32002,1,3,63.760000000000005
32003,1,3,123.67
32004,5,1,48.129999999999995
32005,5,1,46.959999999999994
32006,1,1,143.55
32007,5,1,166.92000000000002
32008,1,1,162.25
32009,1,2,146.86
32010,1,2,124.78
32011,5,1,159.03
32012,1,1,160.09
32013,4,1,159.02
32014,1,1,165.24
32015,5,1,153.36
32016,4,1,168.29000000000002
32017,5,1,163.25
32018,4,1,174.4
32019,5,1,163.25
32020,5,1,165.24
32021,5,1,157.70000000000002
32022,5,1,156.63
32023,5,1,162.24
32024,1,1,145.91
32025,5,1,145.0
32026,5,1,163.25
32027,5,1,157.21
32028,5,1,163.25
32029,4,1,162.24
32030,5,1,143.81
32031,5,1,162.24
32032,2,1,143.81
32033,1,1,164.24
32034,5,1,174.4
32035,5,1,159.02
32036,1,1,174.4
32037,5,1,163.25
32038,5,1,143.81
32039,5,1,171.96
32040,4,1,163.25
32041,4,1,157.21
32042,5,1,163.25
32043,5,1,162.25
32044,5,1,145.95000000000002
32045,5,1,163.25
32046,5,1,162.27
32047,5,1,162.24
32048,5,1,156.63
32049,4,1,156.12
32050,5,1,170.55
32051,5,1,150.09
32052,5,1,157.21
32053,5,1,157.21
32054,5,1,162.25
32055,5,1,163.25
32056,5,1,168.29000000000002
32057,5,1,162.25
32058,5,1,156.63
32059,5,1,162.25
32060,3,2,162.25
32061,5,2,64.22
32062,5,1,157.21
32063,5,1,167.29000000000002
32064,2,1,162.25
32065,5,1,149.19
32066,5,2,167.29000000000002
32067,5,2,107.36
32068,5,1,167.29000000000002
32069,1,1,168.58
32070,5,1,163.58
32071,1,1,156.63
32072,5,1,157.21
32073,3,1,157.21
32074,5,1,157.21
32075,5,1,162.25
32076,5,1,157.21
32077,5,1,157.21
32078,5,1,157.21
32079,4,1,147.31
32080,4,1,164.06
32081,5,1,164.06
32082,5,1,159.02
32083,5,1,163.25
32084,1,1,172.73000000000002
32085,4,1,166.92000000000002
32086,5,1,162.24
32087,5,1,165.24
32088,5,1,156.63
32089,1,2,163.58
32090,3,2,253.29
32091,5,1,163.58
32092,1,1,169.28
32093,5,1,157.54000000000002
32094,5,1,163.58
32095,5,1,157.21
32096,1,1,36.78
32097,5,2,36.78
32098,5,2,46.78
32099,4,1,36.78
32100,4,1,30.75
32101,3,1,35.69
32102,4,1,30.75
32103,5,1,26.68
32104,4,1,32.7
32105,5,1,37.129999999999995
32106,3,1,34.0
32107,5,1,27.299999999999997
32108,3,1,34.0
32109,3,1,26.68
32110,5,2,644.37
32112,5,3,645.88
32115,4,3,678.6800000000001
32118,5,4,780.68
32122,5,5,163.89
32123,5,5,186.14
32124,5,5,133.2
32125,5,5,148.28
32126,5,5,90.6
32127,5,1,143.41
32128,3,1,87.99
32129,1,1,84.64999999999999
32130,5,1,84.64999999999999
32131,2,1,86.17999999999999
32132,2,1,84.56
32133,4,2,77.53999999999999
32134,4,2,46.53
32135,5,1,81.34
32136,5,1,73.72
32137,5,1,81.56
32138,3,1,42.11
32139,5,1,38.269999999999996
32140,5,4,285.03
32144,5,2,233.99
32145,5,2,121.97
32146,5,1,33.75
32147,4,1,34.589999999999996
32148,5,1,38.01
32149,3,3,38.01
32152,5,1,38.01
32153,5,1,114.21
32154,4,3,107.19999999999999
32155,4,3,92.67
32156,4,3,188.5
32157,1,1,117.58
32158,5,1,106.35
32159,5,2,106.35
32161,1,1,110.82
32162,5,1,105.64999999999999
32163,5,1,114.21
32164,4,1,114.1
32165,5,1,166.35
32166,5,1,172.13
32167,5,1,215.5
32168,5,1,166.35
32169,4,1,187.9
32170,5,2,129.42000000000002
32171,4,2,143.83
32172,3,1,134.28
32173,4,1,126.81
32174,4,1,126.81
32175,5,1,130.7
32176,5,1,132.38
32177,5,1,146.24
32178,5,2,133.03
32180,4,1,142.19
32181,5,1,126.37
32182,5,1,131.04
32183,5,1,126.37
32184,5,1,136.66
32185,5,1,126.37
32186,5,1,132.38
32187,3,2,156.2
32189,5,1,142.19
32190,1,1,134.28
32191,5,1,126.37
32192,5,1,131.04
32193,5,1,130.53
32194,1,1,134.28
32195,3,1,134.28
32196,1,1,130.53
32197,4,1,130.53
32198,5,1,126.37
32199,5,1,126.37
32200,5,1,59.0
32201,5,2,62.69
32203,4,1,217.96
32204,3,1,222.69
32205,3,2,213.29000000000002
32206,5,2,257.61
32207,5,1,178.34
32208,5,1,178.34
32209,5,2,146.45000000000002
32210,5,2,61.06
32211,5,1,37.53
32212,5,2,54.68
32214,5,2,58.75
32216,5,1,85.25
32217,5,1,86.19999999999999
32218,5,1,89.07
32219,5,1,89.07
32220,4,1,89.61999999999999
32221,5,1,89.07
32222,5,2,85.25
32223,5,2,81.0
32224,1,1,55.01
32225,5,1,2124.78
32226,5,1,2096.14
32227,5,1,2183.6
32228,4,1,2022.02
32229,5,1,2106.55
32230,5,1,1992.42
32231,4,1,2060.51
32232,5,1,2060.2
32233,4,1,1963.14
32234,4,1,1963.14
32235,1,1,2060.2
32236,4,1,1963.14
32237,5,1,2034.31
32238,5,1,109.59
32239,5,1,109.59
32240,5,1,123.74000000000001
32241,5,1,126.48
32242,5,1,126.48
32243,5,2,128.29
32244,5,2,357.09
32245,5,1,128.15
32246,5,1,146.04000000000002
32247,3,1,131.17000000000002
32248,5,1,123.74000000000001
32249,5,1,126.48
32250,5,1,128.29
32251,2,1,126.48
32252,5,1,128.29
32253,5,1,137.26
32254,5,1,124.8
32255,4,1,126.48
32256,4,1,126.48
32257,5,1,128.15
32258,4,1,126.48
32259,3,1,126.48
32260,4,1,128.15
32261,5,1,128.31
32262,1,1,127.16
32263,5,1,137.26
32264,4,1,126.48
32265,5,2,139.17000000000002
32267,2,2,137.66
32268,2,2,89.66
32269,5,3,124.43
32270,5,3,86.43
32271,5,3,82.43
32272,4,2,153.58
32274,5,1,38.36
32275,4,2,45.22
32277,5,1,37.379999999999995
32278,5,1,52.92
32279,5,1,37.379999999999995
32280,5,1,45.22
32281,5,1,48.22
32282,5,1,38.36
32283,4,1,38.36
32284,1,1,38.36
32285,5,1,45.3
32286,5,1,281.71
32287,5,1,274.71
32288,2,1,274.71
32289,5,1,294.7
32290,1,1,297.48
32291,5,1,281.71
32292,5,1,274.71
32293,4,1,65.78
32294,3,2,80.15
32295,3,2,30.02
32296,5,1,65.09
32297,1,1,75.62
32298,5,1,66.78
32299,1,1,84.14
32300,5,1,47.0
32301,4,1,38.0
32302,5,1,40.17
32303,4,1,38.0
32304,5,1,34.75
32305,5,1,40.17
32306,4,1,34.75
32307,2,1,41.129999999999995
32308,5,1,43.75
32309,3,1,38.0
32310,5,1,31.169999999999998
32311,1,5,23.68
32312,1,5,32.5
32315,1,5,37.79
32316,5,1,30.77
32317,5,1,57.53
32318,2,1,47.0
32319,5,1,43.75
32320,3,1,38.0
32321,3,1,38.0
32322,4,1,31.169999999999998
32323,5,1,64.1
32324,2,1,56.6
32325,5,1,60.85
32326,5,1,63.1
32327,1,1,56.78
32328,4,1,63.1
32329,5,1,66.63
32330,5,1,63.1
32331,5,2,56.78
32332,5,2,108.12
32333,4,1,187.89000000000001
32334,5,2,199.76
32335,5,2,154.04000000000002
32336,5,1,169.93
32337,5,1,1101.83
32338,5,2,192.43
32339,5,2,329.65
32340,5,1,200.52
32341,4,1,200.52
32342,5,1,225.32999999999998
32343,4,5,127.84
32348,5,10,118.67999999999999
32349,5,10,42.42
32350,5,10,31.119999999999997
32352,5,10,30.519999999999996
32356,5,10,19.91
32358,1,1,92.55000000000001
32359,5,1,173.13
32360,5,1,169.11
32361,4,1,177.36
32362,5,1,163.69
32363,2,1,159.37
32364,5,1,166.23000000000002
32365,5,2,163.69
32367,5,1,175.26
32368,3,1,182.60000000000002
32369,5,1,166.23000000000002
32370,4,1,175.26
32371,4,1,165.9
32372,4,1,163.69
32373,4,1,175.26
32374,5,1,156.24
32375,5,1,163.8
32376,5,1,163.69
32377,5,1,156.24
32378,5,1,171.26
32379,5,1,182.60000000000002
32380,4,1,175.86
32381,4,1,94.63000000000001
32382,5,1,135.16
32383,5,1,96.9
32384,4,1,96.9
32385,4,2,158.74
32386,4,2,1916.74
32387,5,1,110.52000000000001
32388,1,3,105.95
32389,1,3,25.7
32390,1,3,53.42
32391,4,1,96.16000000000001
32392,5,1,96.9
32393,5,1,117.37
32394,5,1,95.21000000000001
32395,5,1,204.8
32396,5,1,99.34
32397,5,2,111.36000000000001
32398,5,2,87.08000000000001
32399,4,1,101.73
32400,5,1,101.73
32401,4,1,106.29
32402,4,1,128.08
32403,5,1,102.87
32404,5,1,103.55000000000001
32405,4,1,99.34
32406,5,1,101.73
32407,5,3,105.29
32408,5,3,72.64
32410,5,1,96.65
32411,4,1,107.78
32412,5,1,105.29
32413,5,1,103.55000000000001
32414,5,1,105.29
32415,3,1,91.48
32416,5,1,111.80000000000001
32417,5,1,101.73
32418,1,1,118.84
32419,5,1,116.85000000000001
32420,4,1,101.73
32421,5,1,101.73
32422,5,1,111.80000000000001
32423,4,1,101.73
32424,3,1,99.34
32425,5,1,117.85000000000001
32426,1,1,106.78
32427,5,1,101.73
32428,5,1,106.78
32429,5,1,101.73
32430,3,1,99.34
32431,5,1,117.07000000000001
32432,3,1,107.41000000000001
32433,5,1,111.80000000000001
32434,1,1,106.78
32435,5,1,101.73
32436,4,1,101.73
32437,5,1,116.85000000000001
32438,1,1,106.78
32439,4,1,106.78
32440,1,1,105.29
32441,1,1,106.78
32442,2,1,98.39
32443,5,1,99.34
32444,4,1,101.73
32445,5,2,111.80000000000001
32446,5,2,59.34
32447,5,1,111.80000000000001
32448,3,1,99.34
32449,2,1,99.34
32450,5,1,102.87
32451,5,1,111.22
32452,5,1,106.29
32453,5,2,107.78
32454,5,2,72.53
32455,5,1,107.78
32456,5,1,117.85000000000001
32457,5,1,120.09
32458,5,1,120.09
32459,5,1,121.09
32460,5,1,113.15
32461,5,1,123.47
32462,4,1,52.58
32463,5,2,52.62
32464,5,2,62.61
32465,5,1,52.58
32466,5,1,60.230000000000004
32467,5,1,52.58
32468,5,1,61.79
32469,4,1,60.42
32470,4,1,67.85
32471,4,1,64.03999999999999
32472,4,1,52.78
32473,5,1,52.78
32474,5,1,178.78
32475,3,1,174.13
32476,5,1,177.91
32477,3,1,170.28
32478,5,1,188.34
32479,5,1,175.17000000000002
32480,1,1,44.089999999999996
32481,5,1,242.37
32482,3,1,231.27
32483,4,1,231.27
32484,5,1,223.14
32485,5,1,206.09
32486,4,1,227.27
32487,5,1,223.14
32488,5,1,231.27
32489,5,1,223.78
32490,1,1,243.57
32491,5,1,231.27
32492,5,1,220.04
32493,1,1,173.72
32494,5,1,220.04
32495,5,1,231.27
32496,5,1,230.10000000000002
32497,1,3,223.14
32499,1,3,246.23
32500,3,1,231.27
32501,5,1,180.95
32502,3,1,223.14
32503,5,1,194.85000000000002
32504,5,1,241.33
32505,5,1,253.87
32506,5,1,227.27
32507,5,1,231.27
32508,1,4,227.27
32509,5,4,227.27
32510,5,4,95.22
32511,1,4,95.22
32512,1,1,231.27
32513,2,1,220.04
32514,5,1,231.27
32515,5,1,209.97
32516,5,1,227.27
32517,4,1,231.27
32518,5,1,204.83
32519,4,1,223.14
32520,5,4,227.27
32521,5,4,68.35
32522,5,4,54.61
32523,5,4,89.08000000000001
32524,5,1,229.81
32525,2,1,88.28
32526,4,1,84.32000000000001
32527,5,1,84.32000000000001
32528,4,1,83.45
32529,4,1,155.98
32530,4,1,155.98
32531,5,1,53.07
32532,5,1,59.83
32533,5,1,61.629999999999995
32534,3,1,70.74
32535,4,1,226.14000000000001
32536,2,1,217.06
32537,3,1,69.9
32538,5,1,37.6
32539,5,1,124.09
32540,4,2,125.37
32542,5,1,119.02000000000001
32543,5,1,116.82000000000001
32544,5,1,129.38
32545,4,1,119.02000000000001
32546,1,1,125.16
32547,5,1,126.76
32548,5,2,118.63
32549,5,2,116.82000000000001
32550,1,4,122.17
32554,5,1,116.82000000000001
32555,5,1,120.92
32556,5,1,119.02000000000001
32557,5,1,123.76
32558,2,2,135.95000000000002
32560,4,1,119.02000000000001
32561,4,1,123.41000000000001
32562,5,1,126.76
32563,3,1,116.22
32564,4,1,120.88000000000001
32565,5,1,118.43
32566,5,1,116.82000000000001
32567,5,2,118.43
32569,5,3,126.33
32572,5,1,126.43
32573,5,1,125.37
32574,1,1,123.76
32575,5,1,129.46
32576,4,1,130.59
32577,5,1,127.4
32578,5,3,130.59
32579,3,3,129.02
32580,3,3,101.12
32581,4,1,122.34
32582,5,2,130.16
32584,5,1,123.76
32585,4,1,126.33
32586,5,1,123.76
32587,4,1,121.01
32588,4,1,124.18
32589,5,1,130.45000000000002
32590,4,1,127.43
32591,5,1,123.33
32592,3,3,114.44
32593,3,3,179.38
32595,3,1,147.38
32596,5,1,121.10000000000001
32597,5,2,116.22
32599,5,2,123.76
32601,5,1,106.85000000000001
32602,5,1,108.06
32603,4,1,46.9
32604,5,1,31.91
32605,4,1,37.9
32606,5,1,36.28
32607,4,1,38.9
32608,5,1,38.9
32609,5,1,31.91
32610,5,1,44.95
32611,5,1,38.45
32612,4,1,53.949999999999996
32613,5,2,38.9
32614,5,2,95.31
32615,3,1,37.9
32616,5,1,40.59
32617,4,1,39.59
32618,4,1,37.9
32619,5,1,37.9
32620,3,1,36.28
32621,5,1,40.59
32622,4,1,61.79
32623,5,1,63.230000000000004
32624,5,1,63.230000000000004
32625,5,1,60.1
32626,5,2,58.61
32628,5,1,63.42
32629,5,1,66.44
32630,3,1,63.230000000000004
32631,5,1,67.06
32632,5,1,61.79
32633,4,2,67.06
32635,4,1,63.42
32636,4,1,58.61
32637,5,1,60.1
32638,5,1,63.230000000000004
32639,4,1,63.230000000000004
32640,3,1,60.1
32641,5,1,67.06
32642,5,1,63.230000000000004
32643,1,2,67.06
32645,5,1,63.230000000000004
32646,5,1,67.06
32647,5,1,67.25
32648,5,1,63.230000000000004
32649,4,1,63.230000000000004
32650,5,1,63.230000000000004
32651,5,1,58.61
32652,5,1,58.61
32653,5,2,60.1
32655,5,1,63.230000000000004
32656,5,1,63.230000000000004
32657,1,1,202.13
32658,2,1,223.78
32659,1,1,230.61
32660,5,1,229.78
32661,1,1,229.73000000000002
32662,3,1,233.63
32663,4,1,223.93
32664,4,1,223.78
32665,4,1,203.83
32666,5,1,220.18
32667,5,1,223.78
32668,1,1,213.38
32669,1,1,210.48000000000002
32670,5,1,195.69
32671,5,1,245.45
32672,4,1,202.13
32673,1,1,213.5
32674,4,1,226.96
32675,4,1,202.13
32676,3,1,213.5
32677,5,1,205.34
32678,1,1,294.19
32679,5,1,249.57
32680,5,1,264.87
32681,5,1,231.34
32682,5,1,244.73000000000002
32683,4,1,255.0
32684,5,1,229.20000000000002
32685,5,1,150.09
32686,5,1,116.88
32687,4,1,109.22
32688,5,3,254.78
32689,5,3,84.08
32690,5,3,104.87
32691,5,1,87.84
32692,5,1,70.05
32693,4,1,84.52000000000001
32694,4,2,96.94
32695,4,2,85.26
32696,4,1,74.36
32697,4,1,86.15
32698,4,1,74.36
32699,5,5,78.67
32702,5,5,127.51
32704,5,2,70.05
32706,5,2,79.17
32708,5,1,72.67
32709,2,1,83.73
32710,5,1,87.15
32711,1,2,80.83
32713,5,1,15.22
32714,5,1,87.58
32715,4,1,79.28999999999999
32716,5,1,83.75999999999999
32717,5,1,84.72999999999999
32718,5,1,76.06
32719,4,1,80.2
32720,5,1,53.01
32721,3,1,41.11
32722,1,1,41.11
32723,2,1,34.94
32724,3,3,41.11
32727,3,1,408.04
32728,5,1,21.43
32729,4,1,34.8
32730,3,1,27.75
32731,3,1,21.43
32732,5,1,27.75
32733,4,1,21.43
32734,5,1,27.75
32735,5,1,25.5
32736,5,1,28.75
32737,4,1,26.439999999999998
32738,2,1,28.75
32739,1,1,36.5
32740,1,1,39.28
32741,5,1,27.75
32742,1,1,21.43
32743,5,1,26.439999999999998
32744,5,1,30.439999999999998
32745,5,1,21.43
32746,5,1,21.43
32747,4,1,47.8
32748,5,1,25.5
32749,5,1,21.04
32750,5,1,25.5
32751,1,1,27.75
32752,5,1,21.04
32753,4,1,34.8
32754,5,1,21.04
32755,4,1,25.5
32756,3,1,28.75
32757,5,1,27.75
32758,5,1,25.5
32759,5,1,31.880000000000003
32760,1,1,21.04
32761,1,1,27.75
32762,5,2,28.75
32764,4,1,29.439999999999998
32765,4,1,30.439999999999998
32766,5,1,28.75
32767,4,1,28.75
32768,1,1,31.880000000000003
32769,2,2,28.75
32770,5,2,86.15
32771,5,1,39.03
32772,5,1,39.28
32773,5,1,28.75
32774,4,1,30.71
32775,5,1,34.8
32776,3,1,28.75
32777,5,1,21.04
32778,1,1,30.71
32779,5,1,28.75
32780,4,1,28.75
32781,4,1,31.880000000000003
32782,5,1,21.04
32783,1,1,36.5
32784,5,1,28.880000000000003
32785,3,1,52.6
32786,5,1,28.75
32787,5,1,25.5
32788,2,1,28.880000000000003
32789,5,1,34.8
32790,5,1,21.04
32791,5,1,21.04
32792,3,1,21.43
32793,1,1,28.880000000000003
32794,5,1,25.5
32795,5,1,25.5
32796,5,1,27.75
32797,4,1,31.28
32798,1,2,28.75
32799,5,2,219.43
32800,1,1,28.880000000000003
32801,3,1,21.43
32802,5,1,31.880000000000003
32803,5,1,27.75
32804,1,1,25.5
32805,5,1,31.880000000000003
32806,3,1,28.75
32807,5,1,28.75
32808,5,1,31.880000000000003
32809,5,1,25.5
32810,4,1,28.880000000000003
32811,5,1,39.03
32812,5,1,25.5
32813,5,1,27.75
32814,5,1,34.8
32815,5,1,35.71
32816,4,1,34.8
32817,5,1,28.75
32818,5,2,28.75
32820,5,1,21.43
32821,3,1,27.75
32822,5,1,30.439999999999998
32823,5,1,28.75
32824,4,1,27.75
32825,4,1,28.75
32826,5,1,41.06
32827,5,1,21.43
32828,5,1,28.75
32829,3,1,64.5
32830,4,1,28.75
32831,5,1,64.5
32832,5,1,30.439999999999998
32833,5,1,27.75
32834,4,1,25.5
32835,4,1,103.93
32836,4,1,107.5
32837,5,1,103.93
32838,5,2,105.93
32839,5,2,105.92
32840,5,1,297.34999999999997
32841,5,2,48.129999999999995
32843,5,1,45.0
32844,5,1,37.37
32845,3,1,48.209999999999994
32846,5,1,41.75
32847,4,1,37.69
32848,3,2,38.01
32850,3,1,45.0
32851,5,1,48.209999999999994
32852,5,3,46.25
32854,5,3,127.07
32855,4,1,45.0
32856,1,1,48.129999999999995
32857,2,1,37.61
32858,4,1,38.01
32859,5,1,55.53
32860,5,1,45.0
32861,5,2,38.17
32863,5,1,38.01
32864,5,1,38.01
32865,5,1,45.0
32866,5,1,42.69
32867,5,2,45.0
32869,4,1,41.75
32870,3,1,38.01
32871,5,1,45.0
32872,4,1,37.61
32873,5,1,45.0
32874,5,1,48.209999999999994
32875,4,1,37.37
32876,4,1,46.69
32877,5,1,41.75
32878,5,1,38.17
32879,5,1,38.01
32880,5,1,38.01
32881,4,1,37.37
32882,5,1,38.01
32883,4,2,45.0
32885,3,2,38.01
32887,5,1,37.37
32888,1,2,48.26
32889,1,2,63.26
32890,5,1,37.61
32891,5,1,37.69
32892,4,1,41.75
32893,5,1,37.37
32894,5,1,38.01
32895,5,1,78.68
32896,5,2,71.03
32897,5,2,1223.0600000000002
32898,5,2,84.07
32899,5,2,176.7
32900,1,2,87.93
32901,1,2,126.22
32902,4,1,90.22
32903,2,2,38.71
32905,5,1,38.71
32906,5,1,139.09
32907,5,2,133.04
32909,5,1,145.14
32910,4,2,139.07999999999998
32911,4,2,131.05
32912,4,2,146.13
32914,5,1,130.46
32915,5,4,140.91
32919,5,2,139.09
32921,5,2,138.51
32923,4,1,139.09
32924,4,2,139.09
32925,5,2,385.68
32926,5,2,130.46
32928,1,2,140.91
32930,5,1,139.09
32931,4,1,144.14
32932,5,1,55.739999999999995
32933,5,1,47.98
32934,5,1,66.74
32935,5,1,58.07
32936,5,1,46.629999999999995
32937,1,2,73.53
32938,1,2,115.83
32939,5,1,58.07
32940,5,1,52.5
32941,5,1,66.74
32942,1,2,59.739999999999995
32944,1,1,59.98
32945,5,1,143.52
32946,5,1,155.82
32947,5,1,222.20000000000002
32948,1,1,161.3
32949,4,1,155.82
32950,5,1,148.1
32951,5,1,191.58
32952,5,1,186.72
32953,5,1,207.68
